instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,season_label,weather_label,year,workingday_str,time_category
13039,2012-07-02,3,1,7,11,0,1,1,1,0.84,0.7273,0.28,0.2985,67,134,201,Fall,Clear/Partly Cloudy,2012,Working Day,Afternoon (11-15)
13040,2012-07-02,3,1,7,12,0,1,1,1,0.84,0.7273,0.32,0.194,74,183,257,Fall,Clear/Partly Cloudy,2012,Working Day,Afternoon (11-15)
13041,2012-07-02,3,1,7,13,0,1,1,1,0.86,0.7576,0.34,0.2239,74,162,236,Fall,Clear/Partly Cloudy,2012,Working Day,Afternoon (11-15)
13042,2012-07-02,3,1,7,14,0,1,1,1,0.86,0.7576,0.34,0.2239,79,151,230,Fall,Clear/Partly Cloudy,2012,Working Day,Afternoon (11-15)
13043,2012-07-02,3,1,7,15,0,1,1,1,0.84,0.7424,0.36,0.194,59,175,234,Fall,Clear/Partly Cloudy,2012,Working Day,Evening (15-20)
13044,2012-07-02,3,1,7,16,0,1,1,1,0.84,0.7424,0.36,0.2836,61,304,365,Fall,Clear/Partly Cloudy,2012,Working Day,Evening (15-20)
13045,2012-07-02,3,1,7,17,0,1,1,1,0.84,0.7273,0.32,0.1343,82,665,747,Fall,Clear/Partly Cloudy,2012,Working Day,Evening (15-20)
13046,2012-07-02,3,1,7,18,0,1,1,1,0.84,0.7273,0.32,0.1642,72,658,730,Fall,Clear/Partly Cloudy,2012,Working Day,Evening (15-20)
13047,2012-07-02,3,1,7,19,0,1,1,1,0.78,0.697,0.43,0.1343,71,510,581,Fall,Clear/Partly Cloudy,2012,Working Day,Evening (15-20)
13048,2012-07-02,3,1,7,20,0,1,1,1,0.78,0.697,0.43,0.1343,38,357,395,Fall,Clear/Partly Cloudy,2012,Working Day,Night (20-05)
13049,2012-07-02,3,1,7,21,0,1,1,1,0.76,0.6818,0.45,0.1343,17,241,258,Fall,Clear/Partly Cloudy,2012,Working Day,Night (20-05)
13050,2012-07-02,3,1,7,22,0,1,1,1,0.74,0.6667,0.51,0.1642,19,169,188,Fall,Clear/Partly Cloudy,2012,Working Day,Night (20-05)
13051,2012-07-02,3,1,7,23,0,1,1,1,0.74,0.6667,0.51,0.1045,12,90,102,Fall,Clear/Partly Cloudy,2012,Working Day,Night (20-05)
13052,2012-07-03,3,1,7,0,0,2,1,1,0.72,0.6667,0.54,0.0,9,44,53,Fall,Clear/Partly Cloudy,2012,Working Day,Night (20-05)
13053,2012-07-03,3,1,7,1,0,2,1,1,0.72,0.6667,0.58,0.0,5,9,14,Fall,Clear/Partly Cloudy,2012,Working Day,Night (20-05)
13054,2012-07-03,3,1,7,2,0,2,1,1,0.72,0.6667,0.58,0.0,2,8,10,Fall,Clear/Partly Cloudy,2012,Working Day,Night (20-05)
13055,2012-07-03,3,1,7,3,0,2,1,1,0.7,0.6515,0.65,0.1343,0,2,2,Fall,Clear/Partly Cloudy,2012,Working Day,Night (20-05)
13056,2012-07-03,3,1,7,4,0,2,1,1,0.68,0.6364,0.65,0.1045,0,6,6,Fall,Clear/Partly Cloudy,2012,Working Day,Night (20-05)
13057,2012-07-03,3,1,7,5,0,2,1,1,0.7,0.6515,0.61,0.0,2,33,35,Fall,Clear/Partly Cloudy,2012,Working Day,Morning (05-11)
13058,2012-07-03,3,1,7,6,0,2,1,1,0.7,0.6515,0.65,0.1343,5,149,154,Fall,Clear/Partly Cloudy,2012,Working Day,Morning (05-11)
13059,2012-07-03,3,1,7,7,0,2,1,1,0.74,0.6818,0.58,0.0,21,462,483,Fall,Clear/Partly Cloudy,2012,Working Day,Morning (05-11)
13060,2012-07-03,3,1,7,8,0,2,1,1,0.74,0.6818,0.62,0.0896,42,604,646,Fall,Clear/Partly Cloudy,2012,Working Day,Morning (05-11)
13061,2012-07-03,3,1,7,9,0,2,1,1,0.8,0.7424,0.49,0.1642,46,226,272,Fall,Clear/Partly Cloudy,2012,Working Day,Morning (05-11)
13062,2012-07-03,3,1,7,10,0,2,1,1,0.82,0.7424,0.43,0.2239,56,153,209,Fall,Clear/Partly Cloudy,2012,Working Day,Morning (05-11)
13063,2012-07-03,3,1,7,11,0,2,1,1,0.86,0.7576,0.34,0.194,66,151,217,Fall,Clear/Partly Cloudy,2012,Working Day,Afternoon (11-15)
13064,2012-07-03,3,1,7,12,0,2,1,1,0.88,0.7576,0.28,0.194,74,198,272,Fall,Clear/Partly Cloudy,2012,Working Day,Afternoon (11-15)
13065,2012-07-03,3,1,7,13,0,2,1,1,0.9,0.7727,0.25,0.1343,80,203,283,Fall,Clear/Partly Cloudy,2012,Working Day,Afternoon (11-15)
13066,2012-07-03,3,1,7,14,0,2,1,1,0.9,0.7727,0.25,0.194,69,241,310,Fall,Clear/Partly Cloudy,2012,Working Day,Afternoon (11-15)
13067,2012-07-03,3,1,7,15,0,2,1,2,0.9,0.7727,0.24,0.0,71,330,401,Fall,Misty/Cloudy,2012,Working Day,Evening (15-20)
13068,2012-07-03,3,1,7,16,0,2,1,2,0.9,0.7727,0.24,0.194,90,437,527,Fall,Misty/Cloudy,2012,Working Day,Evening (15-20)
13069,2012-07-03,3,1,7,17,0,2,1,2,0.86,0.7424,0.3,0.1642,102,620,722,Fall,Misty/Cloudy,2012,Working Day,Evening (15-20)
13070,2012-07-03,3,1,7,18,0,2,1,2,0.86,0.7424,0.3,0.0,85,542,627,Fall,Misty/Cloudy,2012,Working Day,Evening (15-20)
13071,2012-07-03,3,1,7,19,0,2,1,2,0.84,0.7424,0.36,0.1343,66,431,497,Fall,Misty/Cloudy,2012,Working Day,Evening (15-20)
13072,2012-07-03,3,1,7,20,0,2,1,3,0.76,0.697,0.55,0.4925,80,296,376,Fall,Light Snow/Rain,2012,Working Day,Night (20-05)
13073,2012-07-03,3,1,7,21,0,2,1,2,0.7,0.6515,0.7,0.2836,36,160,196,Fall,Misty/Cloudy,2012,Working Day,Night (20-05)
13074,2012-07-03,3,1,7,22,0,2,1,1,0.68,0.6364,0.79,0.194,26,151,177,Fall,Clear/Partly Cloudy,2012,Working Day,Night (20-05)
13075,2012-07-03,3,1,7,23,0,2,1,1,0.66,0.6061,0.83,0.0,19,152,171,Fall,Clear/Partly Cloudy,2012,Working Day,Night (20-05)
13076,2012-07-04,3,1,7,0,1,3,0,1,0.68,0.6364,0.79,0.0896,19,140,159,Fall,Clear/Partly Cloudy,2012,Holiday/Weekend,Night (20-05)
13077,2012-07-04,3,1,7,1,1,3,0,1,0.68,0.6364,0.74,0.0,27,96,123,Fall,Clear/Partly Cloudy,2012,Holiday/Weekend,Night (20-05)
13078,2012-07-04,3,1,7,2,1,3,0,1,0.66,0.6061,0.83,0.1343,27,66,93,Fall,Clear/Partly Cloudy,2012,Holiday/Weekend,Night (20-05)
13079,2012-07-04,3,1,7,3,1,3,0,1,0.68,0.6364,0.74,0.194,9,23,32,Fall,Clear/Partly Cloudy,2012,Holiday/Weekend,Night (20-05)
13080,2012-07-04,3,1,7,4,1,3,0,1,0.68,0.6364,0.69,0.2537,5,11,16,Fall,Clear/Partly Cloudy,2012,Holiday/Weekend,Night (20-05)
13081,2012-07-04,3,1,7,5,1,3,0,1,0.66,0.6212,0.69,0.0,5,14,19,Fall,Clear/Partly Cloudy,2012,Holiday/Weekend,Morning (05-11)
13082,2012-07-04,3,1,7,6,1,3,0,1,0.66,0.6212,0.69,0.0,9,23,32,Fall,Clear/Partly Cloudy,2012,Holiday/Weekend,Morning (05-11)
13083,2012-07-04,3,1,7,7,1,3,0,1,0.68,0.6364,0.65,0.0,10,62,72,Fall,Clear/Partly Cloudy,2012,Holiday/Weekend,Morning (05-11)
13084,2012-07-04,3,1,7,8,1,3,0,1,0.7,0.6515,0.61,0.1045,43,110,153,Fall,Clear/Partly Cloudy,2012,Holiday/Weekend,Morning (05-11)
13085,2012-07-04,3,1,7,9,1,3,0,1,0.76,0.697,0.52,0.0,90,203,293,Fall,Clear/Partly Cloudy,2012,Holiday/Weekend,Morning (05-11)
13086,2012-07-04,3,1,7,10,1,3,0,1,0.8,0.7273,0.46,0.0,143,304,447,Fall,Clear/Partly Cloudy,2012,Holiday/Weekend,Morning (05-11)
13087,2012-07-04,3,1,7,11,1,3,0,1,0.82,0.7576,0.46,0.1343,164,321,485,Fall,Clear/Partly Cloudy,2012,Holiday/Weekend,Afternoon (11-15)
13088,2012-07-04,3,1,7,12,1,3,0,1,0.86,0.7879,0.41,0.2239,164,330,494,Fall,Clear/Partly Cloudy,2012,Holiday/Weekend,Afternoon (11-15)
13089,2012-07-04,3,1,7,13,1,3,0,1,0.9,0.8182,0.35,0.0,177,322,499,Fall,Clear/Partly Cloudy,2012,Holiday/Weekend,Afternoon (11-15)
13090,2012-07-04,3,1,7,14,1,3,0,1,0.9,0.8182,0.37,0.1642,190,357,547,Fall,Clear/Partly Cloudy,2012,Holiday/Weekend,Afternoon (11-15)
13091,2012-07-04,3,1,7,15,1,3,0,1,0.92,0.8485,0.35,0.2985,155,299,454,Fall,Clear/Partly Cloudy,2012,Holiday/Weekend,Evening (15-20)
13092,2012-07-04,3,1,7,16,1,3,0,1,0.92,0.8485,0.35,0.2537,163,226,389,Fall,Clear/Partly Cloudy,2012,Holiday/Weekend,Evening (15-20)
13093,2012-07-04,3,1,7,17,1,3,0,1,0.92,0.8485,0.35,0.2985,161,253,414,Fall,Clear/Partly Cloudy,2012,Holiday/Weekend,Evening (15-20)
13094,2012-07-04,3,1,7,18,1,3,0,1,0.9,0.8485,0.42,0.194,159,271,430,Fall,Clear/Partly Cloudy,2012,Holiday/Weekend,Evening (15-20)
13095,2012-07-04,3,1,7,19,1,3,0,1,0.86,0.803,0.47,0.2239,177,255,432,Fall,Clear/Partly Cloudy,2012,Holiday/Weekend,Evening (15-20)
13096,2012-07-04,3,1,7,20,1,3,0,1,0.86,0.803,0.47,0.2239,237,314,551,Fall,Clear/Partly Cloudy,2012,Holiday/Weekend,Night (20-05)
13097,2012-07-04,3,1,7,21,1,3,0,1,0.84,0.803,0.53,0.1343,222,362,584,Fall,Clear/Partly Cloudy,2012,Holiday/Weekend,Night (20-05)
13098,2012-07-04,3,1,7,22,1,3,0,1,0.82,0.7879,0.56,0.2239,175,327,502,Fall,Clear/Partly Cloudy,2012,Holiday/Weekend,Night (20-05)
13099,2012-07-04,3,1,7,23,1,3,0,2,0.78,0.697,0.43,0.0896,31,152,183,Fall,Misty/Cloudy,2012,Holiday/Weekend,Night (20-05)
13100,2012-07-05,3,1,7,0,0,4,1,1,0.74,0.6667,0.51,0.1045,17,71,88,Fall,Clear/Partly Cloudy,2012,Working Day,Night (20-05)
13101,2012-07-05,3,1,7,1,0,4,1,1,0.74,0.6667,0.51,0.2836,6,24,30,Fall,Clear/Partly Cloudy,2012,Working Day,Night (20-05)
13102,2012-07-05,3,1,7,2,0,4,1,1,0.74,0.6667,0.51,0.0,4,14,18,Fall,Clear/Partly Cloudy,2012,Working Day,Night (20-05)
13103,2012-07-05,3,1,7,3,0,4,1,1,0.72,0.6667,0.54,0.194,2,5,7,Fall,Clear/Partly Cloudy,2012,Working Day,Night (20-05)
13104,2012-07-05,3,1,7,4,0,4,1,1,0.72,0.6667,0.58,0.0,0,7,7,Fall,Clear/Partly Cloudy,2012,Working Day,Night (20-05)
13105,2012-07-05,3,1,7,5,0,4,1,1,0.72,0.6818,0.62,0.0,1,28,29,Fall,Clear/Partly Cloudy,2012,Working Day,Morning (05-11)
13106,2012-07-05,3,1,7,6,0,4,1,1,0.72,0.6667,0.58,0.0,3,130,133,Fall,Clear/Partly Cloudy,2012,Working Day,Morning (05-11)
13107,2012-07-05,3,1,7,7,0,4,1,1,0.76,0.697,0.55,0.0,27,316,343,Fall,Clear/Partly Cloudy,2012,Working Day,Morning (05-11)
13108,2012-07-05,3,1,7,8,0,4,1,1,0.8,0.7424,0.49,0.1343,36,514,550,Fall,Clear/Partly Cloudy,2012,Working Day,Morning (05-11)
13109,2012-07-05,3,1,7,9,0,4,1,1,0.84,0.7879,0.49,0.2985,47,246,293,Fall,Clear/Partly Cloudy,2012,Working Day,Morning (05-11)
13110,2012-07-05,3,1,7,10,0,4,1,1,0.86,0.7879,0.44,0.3582,69,117,186,Fall,Clear/Partly Cloudy,2012,Working Day,Morning (05-11)
13111,2012-07-05,3,1,7,11,0,4,1,1,0.9,0.8182,0.35,0.2985,107,137,244,Fall,Clear/Partly Cloudy,2012,Working Day,Afternoon (11-15)
13112,2012-07-05,3,1,7,12,0,4,1,1,0.9,0.8182,0.35,0.3582,88,188,276,Fall,Clear/Partly Cloudy,2012,Working Day,Afternoon (11-15)
13113,2012-07-05,3,1,7,13,0,4,1,1,0.92,0.8333,0.33,0.2239,129,181,310,Fall,Clear/Partly Cloudy,2012,Working Day,Afternoon (11-15)
13114,2012-07-05,3,1,7,14,0,4,1,1,0.92,0.8333,0.33,0.3284,87,154,241,Fall,Clear/Partly Cloudy,2012,Working Day,Afternoon (11-15)
13115,2012-07-05,3,1,7,15,0,4,1,1,0.92,0.8333,0.33,0.3582,71,183,254,Fall,Clear/Partly Cloudy,2012,Working Day,Evening (15-20)
13116,2012-07-05,3,1,7,16,0,4,1,1,0.92,0.8333,0.33,0.2537,109,324,433,Fall,Clear/Partly Cloudy,2012,Working Day,Evening (15-20)
13117,2012-07-05,3,1,7,17,0,4,1,1,0.92,0.8485,0.35,0.1642,114,575,689,Fall,Clear/Partly Cloudy,2012,Working Day,Evening (15-20)
13118,2012-07-05,3,1,7,18,0,4,1,2,0.9,0.8333,0.39,0.3284,96,511,607,Fall,Misty/Cloudy,2012,Working Day,Evening (15-20)
13119,2012-07-05,3,1,7,19,0,4,1,2,0.88,0.803,0.39,0.2537,128,375,503,Fall,Misty/Cloudy,2012,Working Day,Evening (15-20)
13120,2012-07-05,3,1,7,20,0,4,1,2,0.86,0.7879,0.41,0.2239,78,243,321,Fall,Misty/Cloudy,2012,Working Day,Night (20-05)
13121,2012-07-05,3,1,7,21,0,4,1,1,0.84,0.7727,0.47,0.194,91,232,323,Fall,Clear/Partly Cloudy,2012,Working Day,Night (20-05)
13122,2012-07-05,3,1,7,22,0,4,1,1,0.82,0.803,0.59,0.1343,63,162,225,Fall,Clear/Partly Cloudy,2012,Working Day,Night (20-05)
13123,2012-07-05,3,1,7,23,0,4,1,1,0.8,0.7576,0.55,0.1642,32,99,131,Fall,Clear/Partly Cloudy,2012,Working Day,Night (20-05)
13124,2012-07-06,3,1,7,0,0,5,1,1,0.78,0.7424,0.62,0.1343,39,63,102,Fall,Clear/Partly Cloudy,2012,Working Day,Night (20-05)
13125,2012-07-06,3,1,7,1,0,5,1,1,0.78,0.7273,0.55,0.2239,7,22,29,Fall,Clear/Partly Cloudy,2012,Working Day,Night (20-05)
13126,2012-07-06,3,1,7,2,0,5,1,1,0.76,0.7121,0.62,0.1343,4,13,17,Fall,Clear/Partly Cloudy,2012,Working Day,Night (20-05)
13127,2012-07-06,3,1,7,3,0,5,1,2,0.74,0.697,0.7,0.194,1,6,7,Fall,Misty/Cloudy,2012,Working Day,Night (20-05)
13128,2012-07-06,3,1,7,4,0,5,1,1,0.74,0.697,0.66,0.2239,2,4,6,Fall,Clear/Partly Cloudy,2012,Working Day,Night (20-05)
13129,2012-07-06,3,1,7,5,0,5,1,1,0.74,0.697,0.66,0.194,4,31,35,Fall,Clear/Partly Cloudy,2012,Working Day,Morning (05-11)
13130,2012-07-06,3,1,7,6,0,5,1,1,0.74,0.697,0.66,0.194,4,127,131,Fall,Clear/Partly Cloudy,2012,Working Day,Morning (05-11)
13131,2012-07-06,3,1,7,7,0,5,1,1,0.78,0.697,0.46,0.1343,20,333,353,Fall,Clear/Partly Cloudy,2012,Working Day,Morning (05-11)
13132,2012-07-06,3,1,7,8,0,5,1,1,0.8,0.7121,0.41,0.1642,28,557,585,Fall,Clear/Partly Cloudy,2012,Working Day,Morning (05-11)
13133,2012-07-06,3,1,7,9,0,5,1,1,0.82,0.7273,0.36,0.1343,55,249,304,Fall,Clear/Partly Cloudy,2012,Working Day,Morning (05-11)
13134,2012-07-06,3,1,7,10,0,5,1,1,0.86,0.7424,0.3,0.0,80,130,210,Fall,Clear/Partly Cloudy,2012,Working Day,Morning (05-11)
13135,2012-07-06,3,1,7,11,0,5,1,1,0.84,0.7273,0.32,0.0896,92,141,233,Fall,Clear/Partly Cloudy,2012,Working Day,Afternoon (11-15)
13136,2012-07-06,3,1,7,12,0,5,1,1,0.88,0.7576,0.28,0.1045,111,220,331,Fall,Clear/Partly Cloudy,2012,Working Day,Afternoon (11-15)
13137,2012-07-06,3,1,7,13,0,5,1,1,0.9,0.7879,0.27,0.1045,99,194,293,Fall,Clear/Partly Cloudy,2012,Working Day,Afternoon (11-15)
13138,2012-07-06,3,1,7,14,0,5,1,1,0.9,0.803,0.31,0.1642,91,184,275,Fall,Clear/Partly Cloudy,2012,Working Day,Afternoon (11-15)
13139,2012-07-06,3,1,7,15,0,5,1,1,0.92,0.8182,0.29,0.194,79,206,285,Fall,Clear/Partly Cloudy,2012,Working Day,Evening (15-20)
13140,2012-07-06,3,1,7,16,0,5,1,1,0.92,0.8182,0.29,0.1045,69,300,369,Fall,Clear/Partly Cloudy,2012,Working Day,Evening (15-20)
13141,2012-07-06,3,1,7,17,0,5,1,1,0.92,0.8182,0.29,0.0,90,486,576,Fall,Clear/Partly Cloudy,2012,Working Day,Evening (15-20)
13142,2012-07-06,3,1,7,18,0,5,1,1,0.9,0.803,0.33,0.2537,106,454,560,Fall,Clear/Partly Cloudy,2012,Working Day,Evening (15-20)
13143,2012-07-06,3,1,7,19,0,5,1,1,0.88,0.7879,0.35,0.2239,112,306,418,Fall,Clear/Partly Cloudy,2012,Working Day,Evening (15-20)
13144,2012-07-06,3,1,7,20,0,5,1,1,0.86,0.7727,0.39,0.1045,91,245,336,Fall,Clear/Partly Cloudy,2012,Working Day,Night (20-05)
13145,2012-07-06,3,1,7,21,0,5,1,1,0.82,0.7727,0.52,0.1343,77,223,300,Fall,Clear/Partly Cloudy,2012,Working Day,Night (20-05)
13146,2012-07-06,3,1,7,22,0,5,1,1,0.8,0.7576,0.55,0.194,78,210,288,Fall,Clear/Partly Cloudy,2012,Working Day,Night (20-05)
13147,2012-07-06,3,1,7,23,0,5,1,1,0.8,0.7879,0.63,0.1045,27,137,164,Fall,Clear/Partly Cloudy,2012,Working Day,Night (20-05)
13148,2012-07-07,3,1,7,0,0,6,0,1,0.78,0.7576,0.66,0.1343,35,115,150,Fall,Clear/Partly Cloudy,2012,Holiday/Weekend,Night (20-05)
13149,2012-07-07,3,1,7,1,0,6,0,1,0.76,0.7273,0.7,0.1642,16,55,71,Fall,Clear/Partly Cloudy,2012,Holiday/Weekend,Night (20-05)
13150,2012-07-07,3,1,7,2,0,6,0,1,0.76,0.7424,0.72,0.1642,11,47,58,Fall,Clear/Partly Cloudy,2012,Holiday/Weekend,Night (20-05)
13151,2012-07-07,3,1,7,3,0,6,0,1,0.74,0.7121,0.74,0.1343,12,19,31,Fall,Clear/Partly Cloudy,2012,Holiday/Weekend,Night (20-05)
13152,2012-07-07,3,1,7,4,0,6,0,1,0.74,0.7121,0.74,0.1642,3,13,16,Fall,Clear/Partly Cloudy,2012,Holiday/Weekend,Night (20-05)
13153,2012-07-07,3,1,7,5,0,6,0,1,0.74,0.7121,0.74,0.194,2,12,14,Fall,Clear/Partly Cloudy,2012,Holiday/Weekend,Morning (05-11)
13154,2012-07-07,3,1,7,6,0,6,0,1,0.74,0.7121,0.74,0.1045,4,27,31,Fall,Clear/Partly Cloudy,2012,Holiday/Weekend,Morning (05-11)
13155,2012-07-07,3,1,7,7,0,6,0,1,0.78,0.7576,0.66,0.1045,8,63,71,Fall,Clear/Partly Cloudy,2012,Holiday/Weekend,Morning (05-11)
13156,2012-07-07,3,1,7,8,0,6,0,1,0.82,0.8333,0.63,0.194,32,120,152,Fall,Clear/Partly Cloudy,2012,Holiday/Weekend,Morning (05-11)
13157,2012-07-07,3,1,7,9,0,6,0,1,0.84,0.8333,0.59,0.1642,69,187,256,Fall,Clear/Partly Cloudy,2012,Holiday/Weekend,Morning (05-11)
13158,2012-07-07,3,1,7,10,0,6,0,1,0.92,0.8636,0.37,0.2239,100,225,325,Fall,Clear/Partly Cloudy,2012,Holiday/Weekend,Morning (05-11)
13159,2012-07-07,3,1,7,11,0,6,0,1,0.94,0.8788,0.38,0.194,122,245,367,Fall,Clear/Partly Cloudy,2012,Holiday/Weekend,Afternoon (11-15)
13160,2012-07-07,3,1,7,12,0,6,0,1,0.96,0.8636,0.31,0.3582,124,218,342,Fall,Clear/Partly Cloudy,2012,Holiday/Weekend,Afternoon (11-15)
13161,2012-07-07,3,1,7,13,0,6,0,2,0.96,0.8636,0.31,0.2537,116,244,360,Fall,Misty/Cloudy,2012,Holiday/Weekend,Afternoon (11-15)
13162,2012-07-07,3,1,7,14,0,6,0,2,0.96,0.8636,0.3,0.1343,105,203,308,Fall,Misty/Cloudy,2012,Holiday/Weekend,Afternoon (11-15)
13163,2012-07-07,3,1,7,15,0,6,0,1,0.96,0.8485,0.26,0.0,113,193,306,Fall,Clear/Partly Cloudy,2012,Holiday/Weekend,Evening (15-20)
13164,2012-07-07,3,1,7,16,0,6,0,1,1.0,0.8636,0.19,0.1642,102,192,294,Fall,Clear/Partly Cloudy,2012,Holiday/Weekend,Evening (15-20)
13165,2012-07-07,3,1,7,17,0,6,0,1,0.96,0.8485,0.26,0.1343,103,176,279,Fall,Clear/Partly Cloudy,2012,Holiday/Weekend,Evening (15-20)
13166,2012-07-07,3,1,7,18,0,6,0,1,0.94,0.8333,0.29,0.0896,83,194,277,Fall,Clear/Partly Cloudy,2012,Holiday/Weekend,Evening (15-20)
13167,2012-07-07,3,1,7,19,0,6,0,1,0.92,0.8333,0.33,0.1343,68,219,287,Fall,Clear/Partly Cloudy,2012,Holiday/Weekend,Evening (15-20)
13168,2012-07-07,3,1,7,20,0,6,0,1,0.9,0.8182,0.37,0.1642,79,197,276,Fall,Clear/Partly Cloudy,2012,Holiday/Weekend,Night (20-05)
13169,2012-07-07,3,1,7,21,0,6,0,1,0.88,0.7879,0.37,0.194,51,150,201,Fall,Clear/Partly Cloudy,2012,Holiday/Weekend,Night (20-05)
13170,2012-07-07,3,1,7,22,0,6,0,1,0.84,0.8333,0.59,0.194,56,164,220,Fall,Clear/Partly Cloudy,2012,Holiday/Weekend,Night (20-05)
13171,2012-07-07,3,1,7,23,0,6,0,1,0.84,0.8182,0.56,0.1642,34,114,148,Fall,Clear/Partly Cloudy,2012,Holiday/Weekend,Night (20-05)
13172,2012-07-08,3,1,7,0,0,0,0,1,0.82,0.7879,0.56,0.1343,22,125,147,Fall,Clear/Partly Cloudy,2012,Holiday/Weekend,Night (20-05)
13173,2012-07-08,3,1,7,1,0,0,0,1,0.82,0.7879,0.56,0.1045,25,99,124,Fall,Clear/Partly Cloudy,2012,Holiday/Weekend,Night (20-05)
13174,2012-07-08,3,1,7,2,0,0,0,1,0.82,0.7727,0.52,0.1045,11,59,70,Fall,Clear/Partly Cloudy,2012,Holiday/Weekend,Night (20-05)
13175,2012-07-08,3,1,7,3,0,0,0,1,0.8,0.7727,0.59,0.1045,1,34,35,Fall,Clear/Partly Cloudy,2012,Holiday/Weekend,Night (20-05)
13176,2012-07-08,3,1,7,4,0,0,0,1,0.78,0.7576,0.66,0.1045,2,11,13,Fall,Clear/Partly Cloudy,2012,Holiday/Weekend,Night (20-05)
13177,2012-07-08,3,1,7,5,0,0,0,1,0.78,0.7424,0.62,0.0,1,5,6,Fall,Clear/Partly Cloudy,2012,Holiday/Weekend,Morning (05-11)
13178,2012-07-08,3,1,7,6,0,0,0,1,0.78,0.7727,0.7,0.1343,5,16,21,Fall,Clear/Partly Cloudy,2012,Holiday/Weekend,Morning (05-11)
13179,2012-07-08,3,1,7,7,0,0,0,1,0.8,0.803,0.66,0.0,19,33,52,Fall,Clear/Partly Cloudy,2012,Holiday/Weekend,Morning (05-11)
13180,2012-07-08,3,1,7,8,0,0,0,1,0.84,0.803,0.53,0.1343,35,95,130,Fall,Clear/Partly Cloudy,2012,Holiday/Weekend,Morning (05-11)
13181,2012-07-08,3,1,7,9,0,0,0,1,0.86,0.8182,0.5,0.1045,70,172,242,Fall,Clear/Partly Cloudy,2012,Holiday/Weekend,Morning (05-11)
13182,2012-07-08,3,1,7,10,0,0,0,1,0.9,0.8636,0.45,0.0,85,234,319,Fall,Clear/Partly Cloudy,2012,Holiday/Weekend,Morning (05-11)
13183,2012-07-08,3,1,7,11,0,0,0,1,0.92,0.8939,0.42,0.2985,120,269,389,Fall,Clear/Partly Cloudy,2012,Holiday/Weekend,Afternoon (11-15)
13184,2012-07-08,3,1,7,12,0,0,0,1,0.92,0.8939,0.42,0.194,105,271,376,Fall,Clear/Partly Cloudy,2012,Holiday/Weekend,Afternoon (11-15)
13185,2012-07-08,3,1,7,13,0,0,0,1,0.94,0.8788,0.38,0.2537,118,219,337,Fall,Clear/Partly Cloudy,2012,Holiday/Weekend,Afternoon (11-15)
13186,2012-07-08,3,1,7,14,0,0,0,1,0.96,0.9091,0.36,0.1642,77,235,312,Fall,Clear/Partly Cloudy,2012,Holiday/Weekend,Afternoon (11-15)
13187,2012-07-08,3,1,7,15,0,0,0,3,0.92,0.8939,0.42,0.2836,80,218,298,Fall,Light Snow/Rain,2012,Holiday/Weekend,Evening (15-20)
13188,2012-07-08,3,1,7,16,0,0,0,2,0.8,0.803,0.66,0.2239,65,226,291,Fall,Misty/Cloudy,2012,Holiday/Weekend,Evening (15-20)
13189,2012-07-08,3,1,7,17,0,0,0,1,0.78,0.7424,0.59,0.0,68,202,270,Fall,Clear/Partly Cloudy,2012,Holiday/Weekend,Evening (15-20)
13190,2012-07-08,3,1,7,18,0,0,0,1,0.78,0.7424,0.62,0.1045,54,199,253,Fall,Clear/Partly Cloudy,2012,Holiday/Weekend,Evening (15-20)
13191,2012-07-08,3,1,7,19,0,0,0,1,0.78,0.7424,0.62,0.1642,66,184,250,Fall,Clear/Partly Cloudy,2012,Holiday/Weekend,Evening (15-20)
13192,2012-07-08,3,1,7,20,0,0,0,1,0.76,0.7273,0.7,0.0896,79,206,285,Fall,Clear/Partly Cloudy,2012,Holiday/Weekend,Night (20-05)
13193,2012-07-08,3,1,7,21,0,0,0,1,0.76,0.7273,0.7,0.1343,58,149,207,Fall,Clear/Partly Cloudy,2012,Holiday/Weekend,Night (20-05)
13194,2012-07-08,3,1,7,22,0,0,0,3,0.74,0.697,0.7,0.0896,12,110,122,Fall,Light Snow/Rain,2012,Holiday/Weekend,Night (20-05)
13195,2012-07-08,3,1,7,23,0,0,0,3,0.68,0.6364,0.83,0.0896,25,98,123,Fall,Light Snow/Rain,2012,Holiday/Weekend,Night (20-05)
13196,2012-07-09,3,1,7,0,0,1,1,2,0.68,0.6364,0.89,0.0896,6,33,39,Fall,Misty/Cloudy,2012,Working Day,Night (20-05)
13197,2012-07-09,3,1,7,1,0,1,1,3,0.7,0.6667,0.89,0.1045,5,13,18,Fall,Light Snow/Rain,2012,Working Day,Night (20-05)
13198,2012-07-09,3,1,7,2,0,1,1,3,0.7,0.6667,0.89,0.194,1,4,5,Fall,Light Snow/Rain,2012,Working Day,Night (20-05)
13199,2012-07-09,3,1,7,3,0,1,1,3,0.7,0.6667,0.89,0.194,0,5,5,Fall,Light Snow/Rain,2012,Working Day,Night (20-05)
13200,2012-07-09,3,1,7,4,0,1,1,3,0.66,0.5909,0.89,0.3881,1,1,2,Fall,Light Snow/Rain,2012,Working Day,Night (20-05)
13201,2012-07-09,3,1,7,5,0,1,1,2,0.66,0.6061,0.83,0.2239,1,27,28,Fall,Misty/Cloudy,2012,Working Day,Morning (05-11)
